transfer,player,age,season,matches_played,play_proportion,raw_goals,raw_assists,raw_nonpenaltykick_goal,total_pass_attempts,Total_Cmp.,Total_Passes_Leading_to_Shot,Cmp_Passes_18_yard_box,prog_dist_per_pass,Shot_Creating_Actions,def_action_to_shot,goal_creating_action,takeon_to_goal,prog_dist_per_carry,Progressive_Passes_Received,TakeOn_Attempts,TakeOn_Success_Percentage,tackle_ratio,Shot_Blocks,Pass_Blocks,Clearances,Aerial_Win_Percentage,aerials_total,FW,MF,DF,90minutes
1,Lucas Tousart,22,2018-2019,30,0.857,0.0,0.0,0.0,51.228,0.869,0.521,0.313,35.011,1.876,0.104,0.156,0.0,155.0,0.834,0.677,0.769,0.514,0.677,0.886,1.407,0.443,3.648,0,1,0,19.189
1,Toni Leistner,29,2018-2019,43,1.0,0.048,0.024,0.048,37.709,0.704,0.337,0.265,103.439,0.626,0.024,0.0,0.0,175.263,0.12,0.193,1.0,0.593,0.866,0.265,7.051,0.621,6.979,0,0,1,41.556
1,William Saliba,19,2019-2020,12,0.923,0.0,0.0,0.0,50.534,0.882,0.091,0.091,94.273,0.363,0.0,0.0,0.0,81.15,0.635,0.635,0.857,0.474,0.363,0.817,3.266,0.617,4.264,0,0,1,11.022
1,Ollie Watkins,24,2019-2020,46,1.0,0.545,0.044,0.545,26.01,0.731,1.504,0.85,17.446,3.576,0.044,0.327,0.022,23.505,8.743,1.374,0.619,0.571,0.087,0.632,0.392,0.398,5.429,1,0,0,45.867
1,Bertrand Traoré,25,2019-2020,23,0.852,0.072,0.215,0.072,41.947,0.741,1.868,1.508,44.827,4.166,0.072,0.503,0.072,32.528,9.481,4.453,0.532,0.519,0.144,1.077,1.149,0.441,2.442,1,1,0,13.922
1,Matty Cash,23,2019-2020,42,0.977,0.075,0.124,0.075,50.913,0.638,1.12,0.871,68.664,2.465,0.0,0.249,0.0,38.829,4.207,1.668,0.642,0.745,0.349,0.622,4.232,0.529,3.485,0,0,1,40.167
1,James Bree,22,2019-2020,39,0.867,0.0,0.148,0.0,47.725,0.704,0.978,0.711,70.742,1.777,0.0,0.326,0.0,32.483,3.081,0.77,0.615,0.765,0.355,0.385,3.081,0.546,3.525,0,0,1,33.756
1,Scott Hogan,28,2019-2020,30,0.909,0.527,0.053,0.527,12.074,0.703,0.422,0.211,31.2,1.265,0.053,0.105,0.0,21.5,5.22,1.054,0.45,0.5,0.053,0.475,0.211,0.228,4.165,1,0,0,18.967
1,Anthony Knockaert,28,2019-2020,42,0.977,0.095,0.127,0.095,48.681,0.748,1.841,1.523,42.509,3.999,0.032,0.286,0.0,26.136,10.949,2.602,0.561,0.531,0.032,0.571,0.635,0.42,1.587,1,0,0,31.511
1,Ben White,22,2019-2020,46,1.0,0.022,0.043,0.022,56.804,0.842,0.196,0.261,98.352,0.543,0.022,0.065,0.0,123.234,0.13,0.848,0.744,0.622,0.543,0.609,2.783,0.523,5.283,0,0,1,46.0
1,Malang Sarr,21,2019-2020,19,0.826,0.062,0.0,0.062,73.04,0.901,0.124,0.186,80.777,0.681,0.062,0.062,0.0,184.538,0.124,0.186,1.0,0.579,0.248,0.371,1.919,0.448,1.795,0,0,1,16.156
1,Thiago Silva,35,2019-2020,21,1.0,0.0,0.0,0.0,86.219,0.953,0.0,0.344,103.525,1.031,0.057,0.115,0.0,306.3,0.057,0.172,0.667,0.571,0.859,0.172,3.094,0.625,2.75,0,0,1,17.456
1,Jake Clarke-Salter,23,2019-2020,19,0.576,0.056,0.056,0.056,30.689,0.732,0.056,0.056,112.636,0.28,0.0,0.056,0.0,138.714,0.112,0.391,0.857,0.556,1.286,0.503,4.304,0.535,7.211,0,0,1,17.889
1,Matt Miazga,25,2019-2020,20,0.69,0.113,0.0,0.113,49.168,0.755,0.169,0.113,167.0,0.732,0.0,0.056,0.0,224.0,0.225,0.113,0.5,0.579,0.788,0.225,5.125,0.653,6.815,0,0,1,17.756
1,Izzy Brown,24,2019-2020,25,0.926,0.062,0.433,0.062,40.206,0.666,3.155,1.918,33.845,5.32,0.062,0.557,0.124,31.884,4.33,4.701,0.645,0.581,0.0,0.433,0.619,0.389,3.34,0,1,0,16.167
1,Tiemoué Bakayoko,25,2019-2020,20,1.0,0.052,0.105,0.052,50.314,0.844,0.524,0.628,33.312,2.042,0.105,0.209,0.052,57.8,2.932,2.984,0.632,0.5,0.209,0.419,0.89,0.725,2.094,0,1,0,19.1
1,Izzy Brown,23,2019-2020,25,0.926,0.062,0.433,0.062,40.206,0.666,3.155,1.918,33.845,5.32,0.062,0.557,0.124,31.884,4.33,4.701,0.645,0.581,0.0,0.433,0.619,0.389,3.34,0,1,0,16.167
1,Jake Clarke-Salter,22,2019-2020,19,0.576,0.056,0.056,0.056,30.689,0.732,0.056,0.056,112.636,0.28,0.0,0.056,0.0,138.714,0.112,0.391,0.857,0.556,1.286,0.503,4.304,0.535,7.211,0,0,1,17.889
1,Eberechi Eze,22,2019-2020,46,1.0,0.311,0.177,0.222,42.172,0.822,1.819,1.287,31.578,4.193,0.0,0.421,0.067,35.03,4.903,4.925,0.613,0.593,0.022,0.688,0.244,0.315,2.041,1,1,0,45.078
1,Nathan Ferguson,19,2019-2020,21,1.0,0.052,0.052,0.052,62.474,0.771,0.361,0.464,62.865,1.289,0.103,0.052,0.0,46.0,1.856,2.474,0.646,0.7,0.206,0.773,2.423,0.557,3.144,0,0,1,19.4
1,Connor Wickham,27,2019-2020,13,1.0,0.201,0.0,0.201,24.765,0.5,0.705,0.302,26.167,2.114,0.101,0.101,0.0,33.222,5.738,1.711,0.824,0.667,0.101,0.503,1.309,0.394,12.785,1,0,0,9.933
1,Kieran Dowell,22,2019-2020,22,0.595,0.282,0.169,0.282,41.76,0.699,1.916,1.634,29.527,4.058,0.113,0.338,0.056,32.459,5.241,1.24,0.773,0.63,0.0,1.071,0.169,0.324,1.916,0,1,0,17.744
1,Matthew Pennington,25,2019-2020,14,0.4,0.0,0.0,0.0,43.819,0.69,0.244,0.489,73.809,1.059,0.0,0.244,0.0,75.556,0.733,0.977,0.667,0.867,1.059,0.326,3.991,0.653,5.864,0,0,1,12.278
1,Terence Kongolo,26,2019-2020,12,0.857,0.0,0.102,0.0,52.857,0.732,0.51,0.204,71.737,1.224,0.0,0.204,0.0,85.625,2.245,0.408,0.5,0.556,0.714,0.408,3.265,0.706,3.469,0,0,1,9.8
1,Kenny Tete,24,2019-2020,18,0.783,0.0,0.084,0.0,71.95,0.793,1.007,1.343,57.388,2.351,0.084,0.252,0.0,35.132,7.388,1.679,0.55,0.636,0.252,0.756,2.854,0.5,1.679,0,0,1,11.911
1,Antonee Robinson,23,2019-2020,38,1.0,0.027,0.027,0.027,50.289,0.676,0.779,1.047,83.884,1.987,0.027,0.081,0.0,34.306,4.806,3.598,0.604,0.714,0.349,0.805,3.571,0.457,2.524,0,0,1,37.244
1,Joachim Andersen,24,2019-2020,18,0.643,0.059,0.0,0.059,78.361,0.896,0.235,0.118,94.886,0.941,0.0,0.0,0.0,504.833,0.059,0.176,1.0,0.529,0.705,0.235,4.35,0.694,4.233,0,0,1,17.011
1,Anthony Knockaert,29,2019-2020,42,0.977,0.095,0.127,0.095,48.681,0.748,1.841,1.523,42.509,3.999,0.032,0.286,0.0,26.136,10.949,2.602,0.561,0.531,0.032,0.571,0.635,0.42,1.587,1,0,0,31.511
1,Stefan Johansen,30,2019-2020,33,0.733,0.0,0.212,0.0,63.186,0.861,1.487,1.062,38.96,3.027,0.0,0.319,0.0,49.711,3.451,0.85,0.563,0.423,0.212,0.85,0.478,0.35,1.062,0,1,0,18.833
1,Neeskens Kebano,29,2019-2020,16,0.64,0.459,0.153,0.459,37.5,0.71,2.143,1.837,28.85,4.133,0.306,0.612,0.0,24.05,15.459,2.449,0.625,0.643,0.153,1.071,0.765,0.429,2.143,1,0,0,6.533
1,Steven Sessegnon,21,2019-2020,14,0.4,0.0,0.0,0.0,76.891,0.825,0.252,0.252,38.254,2.017,0.126,0.0,0.0,81.889,2.521,1.134,0.556,0.6,0.63,0.63,2.395,0.467,3.782,0,0,1,7.933
1,Cyrus Christie,28,2019-2020,24,0.632,0.062,0.062,0.062,54.962,0.749,0.999,1.249,55.435,2.498,0.0,0.125,0.0,29.269,3.747,1.249,0.65,0.606,0.375,0.625,3.373,0.462,4.06,0,0,1,16.011
1,Raphinha,23,2019-2020,22,1.0,0.266,0.16,0.213,36.107,0.655,2.237,1.065,39.609,4.793,0.107,0.266,0.0,31.672,8.254,5.964,0.438,0.818,0.053,1.172,0.746,0.389,1.917,1,1,0,18.778
1,Barry Douglas,31,2019-2020,15,0.417,0.0,0.0,0.0,76.806,0.781,1.389,1.111,48.519,2.778,0.0,0.139,0.0,59.9,5.417,0.972,0.571,0.5,0.278,0.972,1.25,0.421,2.639,0,0,1,7.2
1,Wesley Fofana,19,2019-2020,14,0.875,0.074,0.0,0.074,48.667,0.816,0.148,0.0,89.97,0.444,0.0,0.074,0.0,67.033,0.296,0.593,0.375,0.6,0.37,0.37,4.074,0.721,6.37,0,0,1,13.5
1,Islam Slimani,32,2019-2020,18,0.947,0.63,0.49,0.56,37.541,0.679,2.241,1.471,28.246,3.712,0.07,0.77,0.14,27.55,9.946,1.401,0.4,0.5,0.0,0.35,0.77,0.516,6.654,1,0,0,14.278
1,Fousseni Diabaté,24,2019-2020,20,0.909,0.076,0.227,0.076,35.471,0.746,0.983,0.454,43.259,1.815,0.0,0.303,0.076,26.128,8.395,3.555,0.617,0.625,0.0,0.832,0.227,0.32,1.891,1,1,0,13.222
1,Adrien Silva,31,2019-2020,22,0.957,0.0,0.147,0.0,62.727,0.855,1.106,0.59,42.826,2.727,0.074,0.221,0.0,76.071,1.548,2.285,0.677,0.595,0.442,0.958,1.032,0.385,1.916,0,1,0,13.567
1,Ovie Ejaria,22,2019-2020,36,0.973,0.087,0.145,0.087,37.091,0.826,1.074,0.842,31.252,3.105,0.058,0.348,0.029,35.838,3.512,4.963,0.649,0.5,0.145,0.726,0.9,0.342,2.206,1,1,0,34.456
1,Patrick Roberts,24,2019-2020,10,0.833,0.148,0.296,0.148,28.125,0.663,2.812,1.332,34.789,5.773,0.0,0.74,0.148,23.636,6.217,6.069,0.488,0.5,0.0,0.0,0.148,0.0,1.332,1,1,0,6.756
1,Jack Harrison,24,2019-2020,46,1.0,0.142,0.19,0.142,38.263,0.662,2.04,2.182,33.781,4.412,0.0,0.427,0.024,28.56,11.007,3.416,0.59,0.542,0.047,0.901,0.569,0.294,2.016,1,1,0,42.156
1,Lukas Nmecha,21,2019-2020,11,0.55,0.0,0.0,0.0,17.542,0.663,1.144,0.381,23.714,2.288,0.0,0.191,0.0,23.333,7.055,2.86,0.6,0.857,0.0,0.763,0.572,0.278,3.432,1,1,0,5.244
1,Patrick Roberts,23,2019-2020,10,0.833,0.148,0.296,0.148,28.125,0.663,2.812,1.332,34.789,5.773,0.0,0.74,0.148,23.636,6.217,6.069,0.488,0.5,0.0,0.0,0.148,0.0,1.332,1,1,0,6.756
1,Tosin Adarabioyo,22,2019-2020,34,0.944,0.091,0.03,0.091,51.736,0.799,0.212,0.0,184.971,0.668,0.0,0.091,0.0,216.182,0.212,0.364,0.833,0.567,0.789,0.121,5.037,0.701,4.673,0,0,1,32.956
1,Edinson Cavani,33,2019-2020,14,0.875,0.595,0.149,0.446,20.231,0.838,1.488,1.041,19.538,3.273,0.0,0.298,0.0,39.333,7.736,1.19,0.875,0.2,0.0,1.041,0.298,0.364,1.636,1,0,0,6.722
1,Jacob Murphy,25,2019-2020,39,0.886,0.352,0.157,0.352,31.018,0.559,1.684,1.057,53.491,3.838,0.078,0.431,0.0,24.717,5.757,4.543,0.586,0.733,0.039,0.94,0.666,0.328,2.389,1,1,0,25.533
1,Jayden Bogle,20,2019-2020,37,0.949,0.031,0.155,0.031,51.548,0.783,0.714,1.086,75.611,2.017,0.0,0.341,0.0,38.321,5.493,3.445,0.568,0.662,0.341,0.466,1.924,0.444,1.955,0,0,1,32.222
1,Max Lowe,23,2019-2020,29,0.659,0.0,0.039,0.0,54.575,0.741,0.946,0.906,67.8,1.97,0.0,0.118,0.0,41.562,4.098,2.404,0.656,0.566,0.355,0.985,2.482,0.537,3.231,0,0,1,25.378
1,Callum Robinson,25,2019-2020,16,0.941,0.317,0.211,0.317,36.928,0.68,1.899,1.688,26.256,4.431,0.0,0.633,0.0,23.457,9.707,2.11,0.6,0.455,0.106,0.422,0.528,0.333,3.165,1,0,0,9.478
1,Ibrahima Diallo,21,2019-2020,19,0.95,0.0,0.058,0.0,49.468,0.853,0.577,0.231,48.87,1.095,0.0,0.173,0.0,74.208,1.038,1.845,0.813,0.632,0.115,0.404,0.922,0.577,1.499,0,1,0,17.344
1,Harrison Reed,25,2019-2020,25,0.893,0.0,0.049,0.0,59.753,0.864,0.643,0.494,38.957,1.582,0.049,0.148,0.0,88.882,0.84,0.741,0.733,0.489,0.247,0.395,1.631,0.411,2.768,0,1,0,20.233
1,Joe Rodon,22,2019-2020,21,0.955,0.0,0.05,0.0,52.203,0.818,0.151,0.151,119.273,0.351,0.0,0.1,0.0,206.364,0.05,0.1,0.5,0.636,1.104,0.351,5.722,0.593,6.174,0,0,1,19.922
1,Cameron Carter-Vickers,22,2019-2020,28,0.933,0.0,0.038,0.0,43.973,0.782,0.304,0.304,88.492,0.418,0.0,0.038,0.0,100.167,1.255,0.38,0.5,0.758,0.723,0.304,5.173,0.705,4.641,0,0,1,26.289
1,Karlan Grant,23,2019-2020,43,1.0,0.462,0.097,0.316,29.497,0.677,1.266,0.365,34.534,2.799,0.0,0.243,0.049,24.518,7.666,2.677,0.418,0.667,0.0,0.389,0.584,0.268,3.359,1,0,0,41.089
1,Cédric Kipré,23,2019-2020,36,0.9,0.062,0.0,0.062,40.216,0.789,0.093,0.185,170.122,0.463,0.062,0.062,0.0,303.0,0.185,0.278,0.667,0.7,0.833,0.525,4.444,0.574,3.765,0,0,1,32.4
1,Charlie Austin,31,2019-2020,34,0.773,0.597,0.119,0.358,20.59,0.655,0.955,0.358,16.0,1.79,0.0,0.179,0.0,49.2,5.61,0.955,0.625,0.889,0.119,0.358,1.671,0.26,6.207,1,0,0,16.756
1,Kenneth Zohore,27,2019-2020,17,0.81,0.41,0.0,0.137,17.344,0.677,1.502,0.0,100.0,3.141,0.137,0.137,0.0,20.308,6.282,1.366,0.6,1.0,0.0,0.819,0.956,0.288,7.102,1,0,0,7.322
1,Sam Field,23,2019-2020,17,0.81,0.0,0.115,0.0,44.483,0.811,0.575,0.575,49.633,1.379,0.115,0.23,0.0,128.667,0.23,0.345,1.0,0.818,0.575,1.034,2.529,0.519,3.103,0,1,0,8.7
1,Sam Field,22,2019-2020,17,0.81,0.0,0.115,0.0,44.483,0.811,0.575,0.575,49.633,1.379,0.115,0.23,0.0,128.667,0.23,0.345,1.0,0.818,0.575,1.034,2.529,0.519,3.103,0,1,0,8.7
1,Saïd Benrahma,25,2019-2020,43,1.0,0.432,0.203,0.33,45.038,0.719,2.285,2.666,26.619,5.56,0.0,0.533,0.051,29.433,9.546,6.042,0.555,0.609,0.0,0.381,0.152,0.353,0.432,1,0,0,39.389
1,Grady Diangana,22,2019-2020,30,0.968,0.389,0.291,0.389,36.427,0.756,1.991,1.603,25.987,4.857,0.0,0.631,0.194,28.484,11.365,6.266,0.566,0.679,0.049,1.603,0.291,0.314,2.477,1,0,0,20.589
1,Josh Cullen,24,2019-2020,34,1.0,0.03,0.06,0.0,50.727,0.778,1.666,0.625,40.03,3.362,0.03,0.298,0.0,41.125,1.398,0.952,0.75,0.448,0.446,0.506,1.458,0.464,2.499,0,1,0,33.611
1,Jordan Hugill,28,2019-2020,39,1.0,0.412,0.032,0.412,15.925,0.647,0.666,0.19,30.25,1.65,0.0,0.222,0.032,29.087,4.6,0.857,0.556,0.545,0.19,0.603,0.952,0.456,9.39,1,0,0,31.522
1,Hélder Costa,26,2019-2020,43,1.0,0.122,0.152,0.122,32.356,0.734,1.401,1.645,23.176,3.382,0.03,0.366,0.091,23.98,11.456,3.839,0.468,0.587,0.03,0.884,0.762,0.25,1.95,1,1,0,32.822
1,Morgan Sanson,26,2019-2020,27,1.0,0.207,0.166,0.207,36.944,0.806,1.284,0.746,25.225,3.438,0.124,0.207,0.0,27.312,5.881,2.651,0.625,0.467,0.207,1.408,0.373,0.265,2.029,0,1,0,24.144
1,Josh Maja,22,2019-2020,21,0.808,0.735,0.245,0.735,25.347,0.826,1.347,0.0,34.375,3.061,0.245,0.49,0.122,33.111,7.102,2.082,0.647,0.4,0.49,0.49,0.367,0.167,3.673,1,0,0,8.167
1,Alfie Mawson,27,2019-2020,27,0.818,0.0,0.0,0.0,78.386,0.858,0.123,0.123,103.696,0.451,0.0,0.0,0.0,592.286,0.164,0.246,1.0,0.824,1.026,0.328,3.94,0.662,5.581,0,0,1,24.367
1,Ben Davies,25,2019-2020,36,1.0,0.0,0.028,0.0,45.652,0.757,0.198,0.198,105.786,0.284,0.0,0.028,0.0,284.538,0.0,0.057,0.5,0.548,0.964,0.227,4.764,0.578,5.643,0,0,1,35.267
1,Patrick Roberts,23,2019-2020,10,0.833,0.148,0.296,0.148,28.125,0.663,2.812,1.332,34.789,5.773,0.0,0.74,0.148,23.636,6.217,6.069,0.488,0.5,0.0,0.0,0.148,0.0,1.332,1,1,0,6.756
1,Saïd Benrahma,25,2019-2020,43,1.0,0.432,0.203,0.33,45.038,0.719,2.285,2.666,26.619,5.56,0.0,0.533,0.051,29.433,9.546,6.042,0.555,0.609,0.0,0.381,0.152,0.353,0.432,1,0,0,39.389
1,Joris Gnagnon,23,2019-2020,19,0.826,0.0,0.07,0.0,46.268,0.892,0.282,0.07,101.257,0.423,0.0,0.07,0.0,171.0,0.211,0.282,1.0,0.812,1.197,0.282,4.296,0.639,5.845,0,0,1,14.2
1,Karl Toko Ekambi,27,2019-2020,8,1.0,0.335,0.167,0.335,32.621,0.764,1.673,1.338,27.867,3.011,0.0,0.502,0.0,18.04,9.703,2.342,0.571,0.4,0.0,0.335,0.167,0.391,3.848,1,1,0,5.978
1,Álvaro González,30,2019-2020,20,0.909,0.0,0.0,0.0,48.87,0.856,0.166,0.111,116.884,0.774,0.055,0.0,0.0,208.333,0.0,0.166,1.0,0.684,0.221,0.166,3.593,0.614,3.151,0,0,1,18.089
1,Moses Simon,24,2019-2020,26,1.0,0.207,0.207,0.207,28.071,0.723,1.488,1.116,32.931,3.142,0.041,0.289,0.041,21.639,9.591,3.349,0.444,0.467,0.0,0.248,0.248,0.188,1.984,1,1,0,24.189
1,Álvaro Giménez,29,2019-2020,24,0.857,0.225,0.0,0.225,24.43,0.739,0.899,0.3,21.917,2.323,0.0,0.15,0.0,33.333,7.344,1.574,0.571,0.688,0.0,0.674,0.45,0.455,7.419,1,0,0,13.344
1,Youssouf Koné,25,2019-2020,11,0.846,0.0,0.0,0.0,71.956,0.847,0.88,0.44,61.023,1.87,0.0,0.11,0.0,63.35,2.861,2.421,0.727,0.636,0.11,0.11,1.65,0.462,1.43,0,0,1,9.089
1,Moussa Dembélé,24,2019-2020,27,0.964,0.658,0.082,0.494,18.016,0.694,0.905,0.494,21.296,1.81,0.0,0.247,0.0,27.105,5.512,2.468,0.4,0.583,0.123,0.452,1.275,0.476,5.882,1,0,0,24.311
1,Federico Barba,27,2019-2020,14,0.875,0.078,0.0,0.078,59.663,0.838,0.467,0.545,85.155,1.245,0.0,0.156,0.0,108.111,1.711,0.233,0.667,0.688,0.545,0.467,4.512,0.625,2.489,0,0,1,12.856
1,Gabriele Zappa,20,2019-2020,23,0.639,0.225,0.045,0.225,56.408,0.729,1.082,0.631,74.864,2.435,0.09,0.18,0.09,37.297,8.206,2.074,0.543,0.639,0.361,1.353,2.615,0.474,2.57,0,1,1,22.178
1,Emmanuel Rivière,30,2019-2020,31,1.0,0.517,0.119,0.437,23.464,0.69,1.193,0.358,21.977,2.824,0.04,0.398,0.0,33.95,6.045,1.034,0.654,0.667,0.159,0.278,0.835,0.406,8.232,1,0,0,25.144
1,Victor Osimhen,21,2019-2020,27,1.0,0.512,0.157,0.433,14.718,0.586,0.826,0.157,46.455,1.85,0.0,0.275,0.039,21.229,5.824,1.495,0.395,0.5,0.0,0.315,1.259,0.434,9.878,1,0,0,25.411
1,Wylan Cyprien,25,2019-2020,20,1.0,0.356,0.152,0.102,68.617,0.833,1.879,0.406,38.058,4.317,0.051,0.66,0.0,85.167,1.422,1.168,0.609,0.647,0.102,0.305,0.813,0.583,1.219,0,1,0,19.689
1,Keita Baldé,25,2019-2020,21,0.84,0.42,0.105,0.42,29.895,0.67,0.629,0.629,21.522,3.147,0.0,0.524,0.0,19.259,8.182,0.839,0.625,0.833,0.105,0.315,0.734,0.417,6.294,1,1,0,9.533
1,M'Bala Nzola,24,2019-2020,29,0.879,0.302,0.043,0.302,24.42,0.809,1.51,0.431,17.647,3.452,0.043,0.259,0.043,27.211,6.472,2.804,0.492,0.727,0.086,0.604,0.561,0.384,5.393,1,0,0,23.178
1,Jean-Victor Makengo,22,2019-2020,19,0.731,0.182,0.0,0.182,40.263,0.824,1.002,0.547,22.794,1.913,0.0,0.0,0.0,35.459,3.917,2.642,0.448,0.786,0.091,0.547,0.455,0.158,1.731,0,1,0,10.978
1,Fernando Forestieri,30,2019-2020,17,0.81,0.217,0.109,0.109,33.872,0.731,2.171,1.52,31.059,4.343,0.217,0.217,0.0,41.8,4.994,3.148,0.586,0.75,0.109,0.543,0.434,0.348,2.497,1,1,0,9.211
1,Adama Soumaoro,28,2019-2020,6,0.462,0.217,0.0,0.217,75.904,0.963,0.0,0.0,199.3,0.867,0.0,0.217,0.0,210.5,0.0,0.217,1.0,1.0,1.084,0.217,3.687,0.714,3.036,0,0,1,4.611
1,Youssef Maleh,22,2019-2020,28,0.848,0.045,0.09,0.045,35.215,0.714,0.812,0.902,38.733,2.525,0.0,0.316,0.0,39.767,6.087,1.578,0.6,0.672,0.18,1.398,1.263,0.4,2.48,0,1,0,22.178
1,Kevin Strootman,30,2019-2020,25,1.0,0.127,0.191,0.064,61.398,0.852,0.763,0.445,45.43,1.78,0.0,0.318,0.0,72.571,1.271,0.318,0.6,0.692,0.064,0.953,1.525,0.483,3.686,0,1,0,15.733
1,Bouna Sarr,28,2019-2020,27,1.0,0.042,0.125,0.042,56.437,0.805,0.582,1.04,43.215,1.996,0.083,0.291,0.0,32.447,5.906,3.577,0.57,0.617,0.042,0.665,1.58,0.526,3.244,1,0,1,24.044
1,Tanguy Nianzou,18,2019-2020,6,0.429,0.398,0.0,0.398,67.5,0.914,0.597,0.0,66.259,1.394,0.0,0.0,0.0,0.0,0.398,0.796,0.75,0.5,0.398,0.398,1.195,0.765,3.385,0,1,1,5.022
1,Eric Maxim Choupo-Moting,31,2019-2020,9,0.562,0.599,0.2,0.599,21.552,0.787,1.197,0.998,11.357,2.794,0.0,0.798,0.2,29.75,8.98,2.594,0.692,0.75,0.0,0.599,0.599,0.2,1.996,1,1,0,5.011
1,Jude Bellingham,17,2019-2020,41,0.976,0.134,0.067,0.134,36.114,0.699,1.036,0.835,36.775,2.906,0.1,0.234,0.0,37.905,3.775,2.539,0.605,0.633,0.1,1.57,1.37,0.384,3.742,1,1,0,29.933
1,Thomas Meunier,28,2019-2020,16,0.762,0.0,0.072,0.0,67.391,0.826,1.304,1.594,45.516,2.101,0.0,0.145,0.0,31.816,10.797,1.159,0.563,0.778,0.362,0.87,1.377,0.63,1.957,0,0,1,13.8
1,Benjamin Henrichs,23,2019-2020,13,0.812,0.0,0.0,0.0,53.191,0.8,0.607,0.607,48.667,1.82,0.202,0.0,0.0,47.0,4.955,1.416,0.571,0.769,0.404,1.517,1.82,0.5,1.416,0,1,1,9.889
1,Baptiste Santamaria,25,2019-2020,28,1.0,0.036,0.036,0.036,48.036,0.807,0.467,0.323,38.733,1.904,0.108,0.108,0.0,54.972,0.575,1.509,0.738,0.582,0.18,0.79,1.293,0.576,3.305,0,1,0,27.833
1,Lucas Tousart,23,2019-2020,24,0.923,0.102,0.102,0.102,48.344,0.841,0.51,0.255,40.313,1.531,0.153,0.204,0.0,110.133,1.634,1.225,0.625,0.552,0.357,0.613,1.378,0.535,4.39,0,1,0,19.589
1,Hamza Mendyl,22,2019-2020,18,0.947,0.062,0.0,0.062,53.088,0.764,0.5,0.437,86.894,1.999,0.0,0.125,0.0,32.564,3.248,2.998,0.438,0.653,0.25,0.749,2.935,0.174,1.437,0,0,1,16.011
1,Mike van der Hoorn,27,2019-2020,28,0.933,0.039,0.039,0.039,58.964,0.837,0.197,0.079,84.57,0.747,0.0,0.039,0.0,377.364,0.157,0.275,1.0,0.727,0.629,0.197,4.366,0.613,5.389,0,0,1,25.422
1,Chadrac Akolo,25,2019-2020,15,0.714,0.331,0.165,0.331,34.577,0.809,0.993,0.496,25.538,2.151,0.165,0.331,0.0,30.909,8.768,1.985,0.417,0.5,0.165,0.827,0.827,0.286,2.316,1,1,0,6.044
1,Anastasios Donis,23,2019-2020,15,0.789,0.0,0.0,0.0,18.03,0.541,0.887,0.148,53.0,1.773,0.0,0.0,0.0,22.5,6.502,4.877,0.636,0.667,0.0,0.296,0.443,0.25,4.729,1,0,0,6.767
1,Manu Koné,19,2019-2020,13,0.684,0.0,0.0,0.0,38.88,0.807,0.514,0.0,51.44,1.646,0.0,0.103,0.0,52.0,1.234,1.131,1.0,0.571,0.103,1.44,1.029,0.364,2.263,0,1,0,9.722
1,Robert Glatzel,27,2019-2020,30,0.833,0.346,0.0,0.296,20.055,0.589,0.84,0.642,19.286,2.717,0.0,0.198,0.049,30.05,6.273,1.383,0.679,0.737,0.099,0.445,0.79,0.349,15.016,1,0,0,20.244
1,William Saliba,20,2020-2021,20,1.0,0.05,0.0,0.05,73.55,0.91,0.1,0.1,86.434,0.5,0.0,0.05,0.0,135.694,0.15,0.55,0.909,0.6,0.8,0.05,4.0,0.621,2.9,0,0,1,20.0
1,Maxwel Cornet,24,2020-2021,36,1.0,0.074,0.184,0.074,63.103,0.776,0.92,0.699,60.438,2.281,0.037,0.478,0.0,39.205,7.212,1.435,0.59,0.586,0.184,0.662,1.729,0.547,2.76,1,0,1,27.178
1,Nathan Collins,20,2020-2021,22,0.957,0.102,0.051,0.102,54.265,0.735,0.611,0.764,72.338,1.12,0.0,0.051,0.0,49.909,1.629,1.069,0.714,0.68,0.662,0.458,3.207,0.686,4.378,0,0,1,19.644
1,Connor Roberts,25,2020-2021,46,1.0,0.115,0.16,0.115,59.397,0.652,1.924,1.397,65.314,3.161,0.023,0.298,0.0,60.884,6.185,0.435,0.579,0.606,0.527,1.008,1.718,0.442,2.176,1,0,1,43.656
1,Michael Olise,19,2020-2021,44,0.957,0.194,0.333,0.139,54.866,0.74,2.331,1.499,36.726,4.607,0.0,0.5,0.028,35.992,4.829,2.775,0.57,0.55,0.167,0.666,0.527,0.406,1.915,1,1,0,36.033
1,Moise Kean,21,2020-2021,26,0.867,0.689,0.0,0.689,16.59,0.776,0.424,0.371,20.636,1.219,0.0,0.053,0.0,25.677,5.512,2.65,0.54,0.727,0.053,0.318,0.53,0.5,1.484,1,0,0,18.867
1,Boubakary Soumaré,22,2020-2021,32,0.865,0.0,0.047,0.0,72.976,0.868,0.61,0.375,37.348,1.641,0.047,0.234,0.0,91.138,1.782,1.595,0.853,0.659,0.281,0.375,0.985,0.625,2.251,0,1,0,21.322
1,Sheyi Ojo,24,2020-2021,41,0.932,0.191,0.267,0.191,23.455,0.741,0.802,0.802,29.442,2.407,0.076,0.458,0.038,27.971,4.011,2.789,0.466,0.75,0.038,0.649,0.382,0.338,2.712,1,1,0,26.178
